sentence,prompt
Wrexham 2 0 2 0 5 5 2,"TL;DR , Wrexham is an organization entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , China is a location entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , Friday it is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , worth 1.2 billion crowns is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , fixed public is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , an order is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , order worth 1.2 billion crowns for a is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , telecoms group LM Ericsson AB said on is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , group LM Ericsson AB is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , LM Ericsson AB said on is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , Department of Defense is an organization entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , Pentagon is an organization entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , Doug Kennett is a person entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , so "","" """""""" Pentagon spokesman Doug is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , """""""" Yesterday the president ordered the Department is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , take prudent planning steps to have is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , ordered the is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , president ordered the is not a named entity ."
""""""""" Yesterday the president ordered the Department of Defense to take prudent planning steps to have forces ready to deploy to the region should he direct us to do so "","" """""""" Pentagon spokesman Doug Kennett said . """"""""","TL;DR , to take prudent planning steps to have is not a named entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , Los Angeles is an organization entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , PHILADELPHIA is an organization entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , PHILADELPHIA 6 ( is not a named entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , Los Angeles 7 PHILADELPHIA 6 ( is not a named entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , ) is not a named entity ."
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"TL;DR , in 12 is not a named entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , Wang is a person entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , Democracy Wall is an organization entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , movement "","" was ordered to serve is not a named entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , "","" Wang "","" 45 "","" a veteran is not a named entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , """""""" "","" but released because of poor is not a named entity ."
"Last month "","" Wang "","" 45 "","" a veteran dissident of the 1979 Democracy Wall movement "","" was ordered to serve one year of """""""" re-education through labour """""""" "","" but released because of poor health .","TL;DR , ordered is not a named entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , Natalya Shikolen is a person entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , Belarus is a location entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , Shikolen ( Belarus is not a named entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , Shikolen ( Belarus ) is not a named entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , 7. Natalya Shikolen ( Belarus is not a named entity ."
7. Natalya Shikolen ( Belarus ) 60.74,"TL;DR , 7. Natalya Shikolen is not a named entity ."
Louis based thrift .,"TL;DR , Louis is an other entity ."
Louis based thrift .,"TL;DR , based thrift . is not a named entity ."
Louis based thrift .,"TL;DR , Louis based thrift is not a named entity ."
"Of the nearly 270 people hanged for various crimes in Singapore since 1975 "","" almost half have been for drug-related charges .","TL;DR , Singapore is a location entity ."
"Of the nearly 270 people hanged for various crimes in Singapore since 1975 "","" almost half have been for drug-related charges .","TL;DR , Of the nearly 270 people is not a named entity ."
"Of the nearly 270 people hanged for various crimes in Singapore since 1975 "","" almost half have been for drug-related charges .","TL;DR , "","" almost half have is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , Joel Naroff is a person entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , First Union is an organization entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , Philadelphia is a location entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , Economist Joel Naroff is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , in the third quarter than in the is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , in Philadelphia is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , "","" may be much slower is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , quarter is not a named entity ."
"Economist Joel Naroff of First Union bank in Philadelphia said consumer spending "","" which fuels two-thirds of the nation 's economy "","" may be much slower in the third quarter than in the first half "","" which should slow economic growth .","TL;DR , of First Union bank in Philadelphia said is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , Levy is a person entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , Kinkel is a person entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , Middle East is a location entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , German-Israeli is an other entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , their is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , The ministry said Levy and Kinkel would discuss is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , process and is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , process and German-Israeli relations at their meeting on is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , on September is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , 9 is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , the Middle East process and German-Israeli relations at is not a named entity ."
The ministry said Levy and Kinkel would discuss the Middle East process and German-Israeli relations at their meeting on September 9 .,"TL;DR , on September 9 . is not a named entity ."
Jakarta served as the host to the series of negotiations which culminated in the initialling of the agreement last Friday .,"TL;DR , Jakarta is a location entity ."
Jakarta served as the host to the series of negotiations which culminated in the initialling of the agreement last Friday .,"TL;DR , the host to the series of is not a named entity ."
Jakarta served as the host to the series of negotiations which culminated in the initialling of the agreement last Friday .,"TL;DR , series of negotiations which culminated in the initialling is not a named entity ."
AMSTERDAM 1996-08-31,"TL;DR , AMSTERDAM is a location entity ."
AMSTERDAM 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
AMSTERDAM 1996-08-31,"TL;DR , AMSTERDAM 1996-08-31 is not a named entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , Jesper Parnevik is a person entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , Sweden is a location entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , Greater Milwaukee Open is an other entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , fired a is not a named entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , round is not a named entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , record-tying eight-under-par is not a named entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , 63 Saturday to take a one-shot is not a named entity ."
Jesper Parnevik of Sweden fired a course record-tying eight-under-par 63 Saturday to take a one-shot lead into the final round of the $ 1.2 million Greater Milwaukee Open .,"TL;DR , fired a course is not a named entity ."
